1.0,0.375,0.125,0.375,0.125,1.0,0.5,-0.5,1.0,0.375,0.125,0.375,0.125,1.0,0.5,-0.5,1.0,0.375,0.125,0.375,0.125,1.0,0.25,-0.125,0.125,0.375,0.125,1.0,0.5,0.5,0.5,0.5
1.0,0.375,0.125,0.375,0.125,1.0,0.25,-0.125,0.125,0.375,0.125,1.0,0.5,0.5,0.5,0.5,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0271,0.0271,0.0271,0.0271,0.0271
0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0271,0.0271,0.0271,0.0271,0.0271,0.0271,0.0271,0.0271,0.0271,0.5,0.5,0.375,0.125,0.375,0.125,0.5,0.25,-0.125,0.125,0.375,0.125
0.0271,0.0271,0.0271,0.0271,0.5,0.5,0.375,0.125,0.375,0.125,0.5,0.25,-0.125,0.125,0.375,0.125,0.375,0.125,0.5,0.5,0.375,0.125,0.375,0.125,0.5,0.25,-0.125,0.125,0.375,0.125,0.375,0.125
0.375,0.125,0.5,0.5,0.375,0.125,0.375,0.125,0.5,0.25,-0.125,0.125,0.375,0.125,0.375,0.125,0.5,0.5,0.375,0.125,0.375,0.125,0.5,0.25,-0.25,-0.5,0.375,0.125,0.5,0.5,-0.5,0.375
0.5,0.5,0.375,0.125,0.375,0.125,0.5,0.25,-0.25,-0.5,0.375,0.125,0.5,0.5,-0.5,0.375,0.125,0.5,1.0,0.5,0.5,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.25,0.25,0.25,0.25
0.125,0.5,1.0,0.5,0.5,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.25,0.25,0.25,0.25,0.5,-0.5,-1.0,0.5,0.125,0.0625,0.0625,0.0417,0.0417,0.0417,0.0417,0.0417,0.0417,0.25,0.25,0.25
0.5,-0.5,-1.0,0.5,0.125,0.0625,0.0625,0.0417,0.0417,0.0417,0.0417,0.0417,0.0417,0.25,0.25,0.25,0.25,0.25,0.25,0.0417,0.0417,0.0417,0.0417,0.0417,0.0417,0.0354,0.0354,0.0354,0.0354,0.0354,0.0354,0.0354
0.25,0.25,0.25,0.0417,0.0417,0.0417,0.0417,0.0417,0.0417,0.0354,0.0354,0.0354,0.0354,0.0354,0.0354,0.0354,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312
0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.0312,0.375,0.125,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
0.375,0.125,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,-1.0,2.0,1.0,-1.0,2.0
